Year,Team_ID,Unit,Games,Rushes,Rushing_Yards,Pass_Attempts,Completions,Passing_Yards,Fumbles_Lost,Intercepted,Third_Down_Conversions,Third_Down_Attempts,Touchdowns,Points_Scored,Penalties,Penalty_Yards,Red_Zone_Visits,Red_Zone_Touchdowns,Red_Zone_Field_Goals,Sacks,Runs_Left,Runs_Left_Yardage,Runs_Center,Runs_Center_Yardage,Runs_Right,Runs_Right_Yardage,Short_Passes,Short_Pass_Completions,Short_Pass_Yardage,Medium_Passes,Medium_Pass_Completions,Medium_Pass_Yardage,Long_Passes,Long_Pass_Completions,Long_Pass_Yardage,Fourth_Down_Attempts,Fourth_Down_Conversions,Third_Down_YtG_Total,Sack_Yardage,Fumbles,Red_Zone_Rushes,Red_Zone_Rushing_Yardage,Red_Zone_Passes,Red_Zone_Pass_Completions,Red_Zone_Passing_Yardage,First_Downs_Rushing,First_Downs_Passing,First_Downs_Penalty,Punts,Punting_Yardage,Punting_Net_Yardage,Punt_Returns,Punt_Return_Yardage,Kickoff_Returns,Kickoff_Return_Yardage,Field_Goals,Field_Goals_Attempted,Points_After_Touchdown,PATs_Attempted,Two-Point_Conversion_Attempts,Two-Point_Conversions,Passes_Defensed,Key_Run_Blocks,Key_Run_Block_Opportunities,Hurries,Blocked_Passes,Run_Plays,Pass_Plays,Touchdowns_Passing,Touchdowns_Rushing,Passes_Dropped,Running_Back_Runs,Running_Back_Run_Yardage
2014,16,Defense,16,459,1926,532,312,3256,14,14,63,220,25,273,91,689,33,17,15,36,87,386,256,1037,111,510,293,215,1635,171,78,1144,66,19,477,5,9,1730,219,20,45,102,41,30,190,93,166,18,107,4634,3874,44,315,62,1443,28,36,23,23,3,1,57,136,411,61,16,459,568,17,8,26,0,0
2014,17,Offense,16,367,1556,624,370,3596,18,17,77,246,26,289,98,690,38,19,18,70,126,603,200,845,34,116,404,274,2119,154,79,1016,63,17,461,5,10,1890,387,26,57,135,47,28,243,81,176,26,103,4869,4155,40,479,38,891,35,44,26,26,0,0,55,119,347,56,21,367,694,20,6,28,336,1429
2014,17,Defense,16,417,1870,577,361,3727,7,20,70,220,33,329,107,780,40,21,15,37,90,404,241,1222,83,249,350,258,2077,163,88,1199,62,15,451,3,9,1761,215,17,59,141,46,27,239,100,173,19,105,4681,3962,50,434,24,574,24,32,35,36,1,0,74,132,367,84,20,417,614,18,13,31,0,0
2014,18,Offense,16,355,1483,641,381,4421,10,30,81,221,41,377,107,756,45,27,12,40,114,431,198,899,37,159,354,247,2173,212,115,1659,75,19,589,3,11,1905,257,13,48,149,72,46,338,78,205,23,92,4143,3366,44,518,47,1101,23,26,42,43,1,1,78,117,329,61,16,355,681,29,10,23,323,1300
2014,18,Defense,16,451,1664,647,389,4185,9,14,88,249,45,429,101,726,56,32,22,26,140,485,241,929,60,264,361,259,2003,205,104,1420,78,26,762,8,16,1932,142,16,74,226,86,60,437,83,216,25,96,4486,3568,42,497,35,828,33,36,46,46,1,0,76,120,402,74,19,451,673,32,12,49,0,0
2014,19,Offense,16,500,1896,533,370,4257,14,8,82,222,52,494,101,724,64,40,21,30,156,547,232,1013,102,350,326,257,2305,146,91,1316,61,22,636,1,2,1683,190,20,73,188,78,61,469,104,208,14,84,3769,3194,51,554,41,1183,35,47,55,55,0,0,78,159,478,56,15,500,563,39,13,16,468,1767
2014,19,Defense,16,388,1636,559,315,3070,13,21,58,222,25,261,73,581,36,12,21,46,71,304,269,1147,46,188,325,228,1760,170,76,1041,63,11,269,5,13,1862,274,23,44,89,49,33,181,78,141,26,112,5058,4300,34,175,36,764,28,28,23,23,2,1,61,103,332,57,10,388,605,13,9,29,0,0
2014,20,Offense,16,515,2124,475,323,3249,10,7,89,227,30,318,103,851,42,18,23,23,86,375,337,1501,88,253,311,236,1790,123,75,1075,41,12,384,3,6,1631,163,21,68,198,41,29,185,118,155,21,92,4396,3708,47,422,34,765,32,35,30,30,1,1,64,124,427,61,17,515,498,22,8,14,409,1498
2014,20,Defense,16,395,1615,577,370,3893,7,11,86,225,31,285,92,631,41,23,14,39,111,473,212,939,67,210,356,274,2260,164,80,1079,57,16,554,3,10,1790,229,14,42,129,55,38,233,84,186,24,93,4134,3412,41,248,28,616,22,27,27,28,3,2,53,112,346,54,11,395,616,21,10,24,0,0
2014,21,Offense,16,518,2432,587,368,4094,18,21,102,249,39,377,107,799,51,27,18,24,213,999,221,1101,76,341,322,239,1942,195,107,1478,65,22,674,13,19,1942,160,25,85,257,57,39,248,115,205,11,87,3763,3052,50,502,36,839,27,31,40,40,2,1,72,158,454,65,17,518,611,21,17,29,437,1957
2014,21,Defense,16,369,1167,573,349,4001,8,17,72,222,33,313,68,473,49,24,15,48,70,249,218,655,74,276,316,232,1995,190,98,1376,67,19,630,2,9,1978,282,12,47,115,72,36,235,61,189,21,106,4639,3797,33,271,49,1193,23,28,34,34,0,0,70,80,330,50,12,369,621,24,8,31,0,0
2014,22,Offense,16,437,1695,609,409,4572,6,19,92,221,45,444,86,722,60,29,22,29,91,411,265,1002,67,303,355,279,2371,179,107,1542,73,23,659,4,9,1690,178,14,70,170,91,58,406,92,231,20,81,3345,2802,38,266,32,829,30,35,48,48,2,2,67,129,373,61,12,437,638,29,15,29,367,1387
2014,22,Defense,16,431,2028,556,330,3457,11,21,77,219,35,350,85,646,46,29,14,40,123,649,225,1031,75,357,314,230,1828,175,82,1134,67,18,495,4,16,1727,273,26,47,120,65,44,308,114,171,20,82,3473,3027,33,319,38,931,28,34,34,34,4,2,54,166,393,44,15,431,596,19,14,40,0,0
2014,23,Offense,16,457,1728,548,336,3755,13,17,87,238,35,317,94,683,38,25,13,45,136,489,245,893,71,354,300,221,1888,179,100,1427,67,15,440,5,11,1927,283,24,40,79,50,34,291,76,187,24,103,4461,3738,41,395,35,706,24,29,29,31,4,2,64,108,406,59,13,457,593,25,10,32,400,1379
2014,23,Defense,16,446,1594,552,346,3735,8,11,74,229,34,316,109,874,43,26,15,42,126,456,197,710,117,438,305,239,1895,181,89,1328,64,18,512,3,13,1899,246,14,56,105,45,29,224,92,177,16,107,4691,3696,46,443,41,993,24,27,34,35,0,0,63,112,395,57,16,446,594,19,15,26,0,0
2014,24,Offense,16,536,2185,537,309,2955,10,15,86,251,28,331,76,616,49,23,23,44,136,539,323,1276,73,377,281,212,1467,187,78,1012,65,19,476,6,13,1938,254,22,69,164,66,36,223,122,161,15,105,4536,3991,49,543,35,857,34,37,27,27,4,3,51,166,477,63,11,536,581,19,8,39,456,1781
2014,24,Defense,16,436,1647,474,286,3205,17,15,67,216,27,283,81,574,30,15,13,40,108,394,242,951,80,312,283,197,1744,140,74,980,51,15,481,4,12,1673,250,30,34,101,28,20,139,83,142,11,103,4610,3627,35,245,51,1238,22,27,29,29,2,1,72,108,382,60,14,436,514,19,7,24,0,0
2014,25,Offense,16,422,1790,568,380,4492,11,19,71,204,40,352,129,914,45,29,12,43,155,678,233,1019,23,106,341,266,2481,164,99,1615,62,15,396,8,16,1795,262,21,41,135,51,30,222,95,216,17,92,4239,3432,33,299,36,895,18,19,40,40,2,0,70,128,377,77,13,422,611,27,11,21,364,1519
2014,25,Defense,16,397,1481,612,376,4242,10,13,86,238,32,345,90,621,44,19,21,44,95,318,233,990,63,181,347,256,2261,187,97,1356,77,23,625,5,12,2033,272,16,47,117,52,24,172,82,203,22,94,4089,3450,51,470,42,1009,31,35,32,32,3,2,54,100,336,63,12,397,656,20,11,33,0,0
2014,26,Offense,16,422,1568,565,360,4385,13,21,87,216,41,362,98,716,49,31,15,49,124,483,190,823,102,273,320,235,2349,178,106,1533,67,19,503,1,8,1730,278,21,64,176,53,35,256,95,202,20,88,4054,3069,49,322,40,1042,20,24,42,42,1,1,67,107,380,51,14,422,614,26,13,20,357,1261
2014,26,Defense,16,450,1842,528,323,3639,9,16,77,221,34,354,102,756,44,25,17,44,149,709,243,930,47,217,299,219,1877,174,87,1287,53,17,475,3,12,1889,278,17,63,161,54,33,213,95,182,14,98,4550,3988,30,385,32,721,24,29,36,36,4,3,51,138,395,73,13,450,572,27,6,28,0,0
2014,27,Offense,16,555,2566,451,285,3132,11,10,75,222,42,441,104,740,63,30,29,44,197,1110,236,1010,112,459,293,212,1927,110,63,861,48,10,344,2,4,1794,254,20,111,331,53,29,203,139,146,19,99,4680,3933,53,666,32,750,35,40,46,47,1,1,76,186,516,77,22,555,495,13,27,21,493,2260
2014,27,Defense,16,381,1255,607,347,3751,12,24,72,235,26,274,111,823,34,18,15,47,100,359,193,665,83,239,345,222,1700,186,100,1351,76,25,700,6,16,2045,277,26,36,52,53,31,243,71,172,22,108,4965,4119,36,367,46,974,23,29,27,27,2,1,44,98,343,59,10,381,654,20,5,38,0,0
2014,28,Offense,16,471,1931,523,352,3697,7,23,80,223,33,349,86,578,48,21,20,55,108,362,196,830,156,751,327,261,2091,147,76,1139,48,15,467,2,9,1891,332,20,66,176,46,33,156,100,177,15,91,4109,3561,35,269,33,677,30,34,35,35,2,0,62,149,440,74,13,471,578,19,12,21,411,1679
2014,28,Defense,16,353,1218,617,385,4415,15,21,70,208,35,340,83,591,43,22,14,34,94,365,188,669,63,194,331,246,1977,200,110,1571,83,29,867,6,15,1755,225,23,44,102,72,47,338,62,215,27,88,4047,3398,48,368,43,1011,22,29,38,39,0,0,53,82,301,47,10,353,651,28,7,30,0,0
2014,29,Offense,16,409,1340,564,370,4695,9,11,86,221,51,449,93,659,56,33,16,33,79,257,223,778,97,321,320,244,2302,157,93,1396,87,33,997,1,5,1713,188,17,64,178,71,50,369,73,222,20,84,3856,3176,26,399,31,692,27,36,50,52,1,0,61,108,378,87,14,409,597,41,9,33,354,1107
2014,29,Defense,16,419,1864,608,368,3841,15,26,81,226,28,283,85,629,41,22,15,54,152,697,198,854,66,315,350,252,1832,183,95,1389,70,21,620,10,24,1790,306,23,51,210,57,40,206,91,195,29,88,3931,3232,36,280,46,986,22,25,31,31,0,0,56,134,373,67,14,419,662,19,8,23,0,0
2014,30,Offense,16,346,1356,618,310,2908,11,25,60,240,17,183,129,902,27,10,12,41,61,214,196,761,86,385,378,235,1698,170,63,843,69,12,367,2,21,2271,244,22,21,31,41,22,100,65,131,27,113,4915,4122,43,364,54,1141,22,29,15,15,1,0,57,86,281,60,10,346,659,11,4,33,264,847
2014,30,Defense,16,510,2174,546,353,3598,13,17,81,237,34,393,112,848,62,21,31,42,144,740,266,1067,90,380,341,259,2200,155,85,1155,48,9,243,2,4,1869,260,19,99,243,58,36,189,124,168,24,96,4387,3714,55,576,26,562,43,50,36,36,1,1,75,166,470,85,34,510,588,10,22,18,0,0
2014,31,Offense,16,391,1589,597,376,3998,9,5,70,226,29,329,69,470,36,16,19,26,76,347,253,1063,57,185,382,283,2405,159,77,1040,54,16,553,2,6,1743,152,16,47,104,43,30,179,79,185,25,98,4300,3643,36,289,36,940,38,51,29,29,2,0,78,107,321,66,18,391,623,22,5,29,313,1194
2014,31,Defense,16,468,2183,617,374,4048,9,18,90,232,37,357,101,731,49,28,20,27,87,519,249,1034,127,637,349,258,2013,180,94,1463,83,22,572,6,11,1890,160,17,68,218,60,40,207,124,203,14,95,4321,3652,38,217,24,500,28,31,35,35,4,2,72,166,425,67,21,468,644,22,13,25,0,0
